location,zone,tank_id,tank_id_raw,date,period,parameter,value,unit
Fish Tank 3,Fish Tanks,105,105,2025-07-15,morning,dissolved_oxygen,6.24,mg/L
Fish Tank 3,Fish Tanks,105,105,2025-07-15,morning,temperature,29.2,degC
Fish Tank 3,Fish Tanks,105,105,2025-07-16,afternoon,dissolved_oxygen,6.42,mg/L
Fish Tank 3,Fish Tanks,105,105,2025-07-16,afternoon,temperature,32.6,degC
Fish Tank 3,Fish Tanks,105,105,2025-07-17,afternoon,dissolved_oxygen,5.26,mg/L
Fish Tank 3,Fish Tanks,105,105,2025-07-17,afternoon,temperature,33.6,degC
Fish Tank 3,Fish Tanks,105,105,2025-07-17,morning,dissolved_oxygen,5.04,mg/L
Fish Tank 3,Fish Tanks,105,105,2025-07-17,morning,temperature,29.3,degC
Fish Tank 3,Fish Tanks,105,105,2025-07-18,afternoon,dissolved_oxygen,4.22,mg/L
Fish Tank 3,Fish Tanks,105,105,2025-07-18,afternoon,temperature,33.6,degC
Fish Tank 3,Fish Tanks,105,105,2025-07-18,morning,dissolved_oxygen,5.4,mg/L
Fish Tank 3,Fish Tanks,105,105,2025-07-18,morning,temperature,30.1,degC
Fish Tank 3,Fish Tanks,105,105,2025-07-21,afternoon,dissolved_oxygen,6.32,mg/L
Fish Tank 3,Fish Tanks,105,105,2025-07-21,afternoon,temperature,33.1,degC
Fish Tank 3,Fish Tanks,105,105,2025-07-21,morning,dissolved_oxygen,6.79,mg/L
Fish Tank 3,Fish Tanks,105,105,2025-07-21,morning,temperature,29.3,degC
Fish Tank 3,Fish Tanks,105,105,2025-07-22,afternoon,dissolved_oxygen,5.86,mg/L
Fish Tank 3,Fish Tanks,105,105,2025-07-22,afternoon,temperature,32.4,degC
Fish Tank 3,Fish Tanks,105,105,2025-07-23,afternoon,dissolved_oxygen,6.13,mg/L
Fish Tank 3,Fish Tanks,105,105,2025-07-23,afternoon,temperature,32.1,degC
Fish Tank 3,Fish Tanks,105,105,2025-07-23,morning,dissolved_oxygen,5.67,mg/L
Fish Tank 3,Fish Tanks,105,105,2025-07-23,morning,temperature,29.2,degC
Fish Tank 3,Fish Tanks,105,105,2025-07-24,afternoon,dissolved_oxygen,8.27,mg/L
Fish Tank 3,Fish Tanks,105,105,2025-07-24,afternoon,temperature,33.2,degC
Fish Tank 3,Fish Tanks,105,105,2025-07-24,morning,dissolved_oxygen,7.66,mg/L
Fish Tank 3,Fish Tanks,105,105,2025-07-24,morning,temperature,29.5,degC
Fish Tank 3,Fish Tanks,105,105,2025-07-25,afternoon,dissolved_oxygen,8.86,mg/L
Fish Tank 3,Fish Tanks,105,105,2025-07-25,afternoon,temperature,33.7,degC
Fish Tank 3,Fish Tanks,105,105,2025-07-28,afternoon,dissolved_oxygen,4.71,mg/L
Fish Tank 3,Fish Tanks,105,105,2025-07-28,afternoon,temperature,32.9,degC
Fish Tank 3,Fish Tanks,105,105,2025-07-28,morning,dissolved_oxygen,5.63,mg/L
Fish Tank 3,Fish Tanks,105,105,2025-07-28,morning,temperature,29.6,degC
Fish Tank 3,Fish Tanks,105,105,2025-07-29,afternoon,dissolved_oxygen,4.87,mg/L
Fish Tank 3,Fish Tanks,105,105,2025-07-29,afternoon,temperature,32.1,degC
Fish Tank 3,Fish Tanks,105,105,2025-07-29,morning,dissolved_oxygen,5.71,mg/L
Fish Tank 3,Fish Tanks,105,105,2025-07-29,morning,temperature,30.0,degC
Fish Tank 3,Fish Tanks,105,105,2025-07-30,afternoon,dissolved_oxygen,6.58,mg/L
Fish Tank 3,Fish Tanks,105,105,2025-07-30,afternoon,temperature,30.7,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-01,afternoon,dissolved_oxygen,5.15,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-01,afternoon,temperature,32.6,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-01,morning,dissolved_oxygen,6.65,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-01,morning,temperature,29.5,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-02,afternoon,dissolved_oxygen,4.75,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-02,afternoon,temperature,31.4,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-02,morning,dissolved_oxygen,6.05,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-02,morning,temperature,29.2,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-03,morning,dissolved_oxygen,5.76,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-03,morning,temperature,28.2,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-04,afternoon,dissolved_oxygen,6.74,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-04,afternoon,temperature,32.1,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-04,morning,dissolved_oxygen,6.16,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-04,morning,temperature,29.2,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-08,afternoon,dissolved_oxygen,6.11,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-08,afternoon,temperature,31.0,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-10,afternoon,dissolved_oxygen,7.21,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-10,afternoon,temperature,30.2,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-10,morning,dissolved_oxygen,6.71,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-10,morning,temperature,29.2,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-11,afternoon,dissolved_oxygen,6.92,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-11,afternoon,temperature,32.3,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-11,morning,dissolved_oxygen,6.41,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-11,morning,temperature,28.2,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-15,afternoon,dissolved_oxygen,5.74,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-15,afternoon,temperature,32.1,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-15,morning,dissolved_oxygen,5.91,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-15,morning,temperature,29.2,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-16,afternoon,dissolved_oxygen,5.56,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-16,afternoon,temperature,32.4,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-17,afternoon,dissolved_oxygen,4.86,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-17,afternoon,temperature,33.3,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-17,morning,dissolved_oxygen,4.7,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-17,morning,temperature,29.5,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-18,afternoon,dissolved_oxygen,4.46,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-18,afternoon,temperature,33.4,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-18,morning,dissolved_oxygen,5.35,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-18,morning,temperature,30.0,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-21,afternoon,dissolved_oxygen,6.39,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-21,afternoon,temperature,32.7,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-21,morning,dissolved_oxygen,6.73,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-21,morning,temperature,29.3,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-22,afternoon,dissolved_oxygen,5.77,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-22,afternoon,temperature,32.3,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-23,afternoon,dissolved_oxygen,6.56,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-23,afternoon,temperature,31.5,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-23,morning,dissolved_oxygen,5.92,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-23,morning,temperature,29.0,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-24,afternoon,dissolved_oxygen,7.81,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-24,afternoon,temperature,33.2,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-24,morning,dissolved_oxygen,7.12,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-24,morning,temperature,29.6,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-25,afternoon,dissolved_oxygen,8.25,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-25,afternoon,temperature,33.7,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-28,afternoon,dissolved_oxygen,4.03,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-28,afternoon,temperature,32.8,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-28,morning,dissolved_oxygen,5.16,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-28,morning,temperature,29.7,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-29,afternoon,dissolved_oxygen,4.11,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-29,afternoon,temperature,32.1,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-29,morning,dissolved_oxygen,5.25,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-29,morning,temperature,29.9,degC
Fish Tank 3,Fish Tanks,107,107,2025-07-30,afternoon,dissolved_oxygen,5.98,mg/L
Fish Tank 3,Fish Tanks,107,107,2025-07-30,afternoon,temperature,30.4,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-01,afternoon,dissolved_oxygen,5.29,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-01,afternoon,temperature,32.5,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-01,morning,dissolved_oxygen,6.66,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-01,morning,temperature,29.5,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-02,afternoon,dissolved_oxygen,5.04,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-02,afternoon,temperature,31.2,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-02,morning,dissolved_oxygen,6.68,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-02,morning,temperature,28.9,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-03,morning,dissolved_oxygen,5.85,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-03,morning,temperature,28.1,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-04,afternoon,dissolved_oxygen,6.72,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-04,afternoon,temperature,31.9,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-04,morning,dissolved_oxygen,6.0,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-04,morning,temperature,28.9,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-08,afternoon,dissolved_oxygen,5.89,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-08,afternoon,temperature,31.0,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-10,afternoon,dissolved_oxygen,6.41,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-10,afternoon,temperature,30.1,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-10,morning,dissolved_oxygen,6.22,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-10,morning,temperature,29.2,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-11,afternoon,dissolved_oxygen,5.81,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-11,afternoon,temperature,32.1,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-11,morning,dissolved_oxygen,6.34,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-11,morning,temperature,28.2,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-15,afternoon,dissolved_oxygen,5.09,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-15,afternoon,temperature,32.0,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-15,morning,dissolved_oxygen,6.08,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-15,morning,temperature,29.2,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-16,afternoon,dissolved_oxygen,6.08,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-16,afternoon,temperature,32.4,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-17,afternoon,dissolved_oxygen,6.16,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-17,afternoon,temperature,33.1,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-17,morning,dissolved_oxygen,5.15,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-17,morning,temperature,29.4,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-18,afternoon,dissolved_oxygen,6.02,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-18,afternoon,temperature,33.1,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-18,morning,dissolved_oxygen,5.78,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-18,morning,temperature,29.9,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-21,afternoon,dissolved_oxygen,6.34,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-21,afternoon,temperature,32.8,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-21,morning,dissolved_oxygen,6.67,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-21,morning,temperature,29.1,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-22,afternoon,dissolved_oxygen,6.35,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-22,afternoon,temperature,32.1,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-23,afternoon,dissolved_oxygen,6.94,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-23,afternoon,temperature,32.0,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-23,morning,dissolved_oxygen,5.74,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-23,morning,temperature,29.0,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-24,afternoon,dissolved_oxygen,7.46,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-24,afternoon,temperature,33.0,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-24,morning,dissolved_oxygen,7.72,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-24,morning,temperature,29.3,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-25,afternoon,dissolved_oxygen,5.84,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-25,afternoon,temperature,33.4,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-28,afternoon,dissolved_oxygen,4.38,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-28,afternoon,temperature,32.6,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-28,morning,ammonia,1.9,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-28,morning,dissolved_oxygen,5.52,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-28,morning,ph,7.36,pH
Fish Tank 3,Fish Tanks,109,109,2025-07-28,morning,temperature,29.4,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-29,afternoon,dissolved_oxygen,4.24,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-29,afternoon,temperature,31.9,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-29,morning,dissolved_oxygen,5.4241,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-29,morning,temperature,29.8,degC
Fish Tank 3,Fish Tanks,109,109,2025-07-30,afternoon,dissolved_oxygen,6.64,mg/L
Fish Tank 3,Fish Tanks,109,109,2025-07-30,afternoon,temperature,30.2,degC
Fish Tank 3,Fish Tanks,113,113,2025-07-21,morning,dissolved_oxygen,5.41,mg/L
Fish Tank 3,Fish Tanks,113,113,2025-07-21,morning,temperature,29.1,degC
Fish Tank 3,Fish Tanks,114,114,2025-07-01,afternoon,dissolved_oxygen,5.06,mg/L
Fish Tank 3,Fish Tanks,114,114,2025-07-01,afternoon,temperature,32.6,degC
Fish Tank 3,Fish Tanks,114,114,2025-07-04,afternoon,dissolved_oxygen,6.99,mg/L
Fish Tank 3,Fish Tanks,114,114,2025-07-04,afternoon,temperature,32.0,degC
Fish Tank 3,Fish Tanks,114,114,2025-07-07,afternoon,dissolved_oxygen,4.45,mg/L
Fish Tank 3,Fish Tanks,114,114,2025-07-07,afternoon,temperature,33.9,degC
Fish Tank 3,Fish Tanks,114,114,2025-07-08,afternoon,dissolved_oxygen,5.32,mg/L
Fish Tank 3,Fish Tanks,114,114,2025-07-08,afternoon,temperature,31.3,degC
Fish Tank 3,Fish Tanks,114,114,2025-07-09,afternoon,dissolved_oxygen,5.53,mg/L
Fish Tank 3,Fish Tanks,114,114,2025-07-09,afternoon,temperature,32.2,degC
Fish Tank 3,Fish Tanks,114,114,2025-07-10,afternoon,dissolved_oxygen,6.25,mg/L
Fish Tank 3,Fish Tanks,114,114,2025-07-10,afternoon,temperature,30.3,degC
Fish Tank 3,Fish Tanks,114,114,2025-07-11,afternoon,dissolved_oxygen,5.78,mg/L
Fish Tank 3,Fish Tanks,114,114,2025-07-11,afternoon,temperature,32.0,degC
Fish Tank 3,Fish Tanks,114,114,2025-07-15,afternoon,dissolved_oxygen,4.33,mg/L
Fish Tank 3,Fish Tanks,114,114,2025-07-15,afternoon,temperature,32.4,degC
Fish Tank 3,Fish Tanks,114,114,2025-07-16,afternoon,dissolved_oxygen,4.73,mg/L
Fish Tank 3,Fish Tanks,114,114,2025-07-16,afternoon,temperature,32.8,degC
Fish Tank 3,Fish Tanks,114,114,2025-07-17,afternoon,dissolved_oxygen,5.85,mg/L
Fish Tank 3,Fish Tanks,114,114,2025-07-17,afternoon,temperature,33.3,degC
Fish Tank 3,Fish Tanks,114,114,2025-07-18,afternoon,dissolved_oxygen,5.76,mg/L
Fish Tank 3,Fish Tanks,114,114,2025-07-18,afternoon,temperature,33.2,degC
Fish Tank 3,Fish Tanks,114,114,2025-07-21,afternoon,dissolved_oxygen,6.12,mg/L
Fish Tank 3,Fish Tanks,114,114,2025-07-21,afternoon,temperature,32.7,degC
Fish Tank 3,Fish Tanks,114,114,2025-07-22,afternoon,dissolved_oxygen,5.53,mg/L
Fish Tank 3,Fish Tanks,114,114,2025-07-22,afternoon,temperature,32.2,degC
Fish Tank 3,Fish Tanks,114,114,2025-07-23,afternoon,dissolved_oxygen,6.52,mg/L
Fish Tank 3,Fish Tanks,114,114,2025-07-23,afternoon,temperature,32.1,degC
Fish Tank 3,Fish Tanks,114,114,2025-07-24,afternoon,dissolved_oxygen,7.99,mg/L
Fish Tank 3,Fish Tanks,114,114,2025-07-24,afternoon,temperature,33.2,degC
Fish Tank 3,Fish Tanks,114,114,2025-07-25,afternoon,dissolved_oxygen,7.94,mg/L
Fish Tank 3,Fish Tanks,114,114,2025-07-25,afternoon,temperature,33.1,degC
Fish Tank 3,Fish Tanks,114,114,2025-07-28,afternoon,dissolved_oxygen,3.5,mg/L
Fish Tank 3,Fish Tanks,114,114,2025-07-28,afternoon,temperature,31.5,degC
Fish Tank 3,Fish Tanks,114,114,2025-07-29,afternoon,dissolved_oxygen,3.62,mg/L
Fish Tank 3,Fish Tanks,114,114,2025-07-29,afternoon,temperature,31.3,degC
Fish Tank 3,Fish Tanks,114,114,2025-07-30,afternoon,dissolved_oxygen,5.19,mg/L
Fish Tank 3,Fish Tanks,114,114,2025-07-30,afternoon,temperature,30.2,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-01,afternoon,dissolved_oxygen,5.12,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-01,afternoon,temperature,32.3,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-01,morning,dissolved_oxygen,6.54,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-01,morning,temperature,29.7,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-02,afternoon,dissolved_oxygen,5.08,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-02,afternoon,temperature,30.9,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-02,morning,dissolved_oxygen,5.76,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-02,morning,temperature,29.3,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-03,morning,dissolved_oxygen,6.14,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-03,morning,temperature,27.9,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-04,afternoon,dissolved_oxygen,7.44,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-04,afternoon,temperature,31.8,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-04,morning,dissolved_oxygen,5.93,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-04,morning,temperature,28.7,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-08,afternoon,dissolved_oxygen,5.41,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-08,afternoon,temperature,31.2,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-10,afternoon,dissolved_oxygen,5.97,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-10,afternoon,temperature,30.3,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-10,morning,dissolved_oxygen,6.15,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-10,morning,temperature,29.3,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-11,afternoon,dissolved_oxygen,5.54,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-11,afternoon,temperature,31.8,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-11,morning,dissolved_oxygen,5.97,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-11,morning,temperature,28.3,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-15,afternoon,dissolved_oxygen,4.89,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-15,afternoon,temperature,32.1,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-15,morning,dissolved_oxygen,5.63,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-15,morning,temperature,29.2,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-16,afternoon,dissolved_oxygen,4.55,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-16,afternoon,temperature,32.5,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-17,afternoon,dissolved_oxygen,4.72,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-17,afternoon,temperature,33.1,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-17,morning,dissolved_oxygen,4.63,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-17,morning,temperature,29.7,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-18,afternoon,dissolved_oxygen,5.71,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-18,afternoon,temperature,33.1,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-18,morning,dissolved_oxygen,8.16,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-18,morning,temperature,30.0,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-21,afternoon,dissolved_oxygen,6.15,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-21,afternoon,temperature,32.7,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-21,morning,dissolved_oxygen,6.54,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-21,morning,temperature,29.2,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-22,afternoon,dissolved_oxygen,5.48,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-22,afternoon,temperature,32.0,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-23,afternoon,dissolved_oxygen,6.65,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-23,afternoon,temperature,32.1,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-23,morning,dissolved_oxygen,5.54,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-23,morning,temperature,29.1,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-24,afternoon,dissolved_oxygen,7.76,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-24,afternoon,temperature,32.9,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-24,morning,dissolved_oxygen,6.79,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-24,morning,temperature,29.4,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-25,afternoon,dissolved_oxygen,7.64,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-25,afternoon,temperature,33.1,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-28,afternoon,dissolved_oxygen,4.07,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-28,afternoon,temperature,31.3,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-28,morning,dissolved_oxygen,5.22,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-28,morning,temperature,29.3,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-29,afternoon,dissolved_oxygen,3.44,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-29,afternoon,temperature,31.2,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-29,morning,dissolved_oxygen,4.83,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-29,morning,temperature,29.3,degC
Fish Tank 3,Fish Tanks,115,115,2025-07-30,afternoon,dissolved_oxygen,5.69,mg/L
Fish Tank 3,Fish Tanks,115,115,2025-07-30,afternoon,temperature,30.1,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-01,afternoon,dissolved_oxygen,4.93,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-01,afternoon,temperature,32.3,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-01,morning,dissolved_oxygen,6.41,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-01,morning,temperature,29.7,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-02,afternoon,dissolved_oxygen,4.91,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-02,afternoon,temperature,30.9,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-02,morning,dissolved_oxygen,5.88,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-02,morning,temperature,29.3,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-03,morning,dissolved_oxygen,5.91,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-03,morning,temperature,27.9,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-04,afternoon,dissolved_oxygen,7.03,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-04,afternoon,temperature,31.7,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-04,morning,dissolved_oxygen,5.64,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-04,morning,temperature,28.7,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-08,afternoon,dissolved_oxygen,5.64,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-08,afternoon,temperature,31.1,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-10,afternoon,dissolved_oxygen,6.43,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-10,afternoon,temperature,30.2,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-10,morning,dissolved_oxygen,6.15,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-10,morning,temperature,29.3,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-11,afternoon,dissolved_oxygen,6.63,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-11,afternoon,temperature,31.7,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-11,morning,dissolved_oxygen,6.29,mg/L
