location,zone,tank_id,tank_id_raw,date,period,dissolved_oxygen,temperature,ph,ammonia,nitrate,nitrite,remarks
Fish Tank 3,Fish Tanks,92,92,2025-07-10,afternoon,6.83,30.0,,,,,
Fish Tank 3,Fish Tanks,92,92,2025-07-10,morning,6.15,29.2,,,,,
Fish Tank 3,Fish Tanks,92,92,2025-07-11,afternoon,7.09,31.4,,,,,
Fish Tank 3,Fish Tanks,92,92,2025-07-11,morning,6.53,28.1,,,,,
Fish Tank 3,Fish Tanks,92,92,2025-07-15,afternoon,5.93,31.6,,,,,
Fish Tank 3,Fish Tanks,92,92,2025-07-15,morning,5.72,29.0,,,,,
Fish Tank 3,Fish Tanks,92,92,2025-07-16,afternoon,5.49,31.9,,,,,
Fish Tank 3,Fish Tanks,92,92,2025-07-17,afternoon,5.85,32.5,,,,,
Fish Tank 3,Fish Tanks,92,92,2025-07-17,morning,5.14,29.3,,,,,
Fish Tank 3,Fish Tanks,92,92,2025-07-18,afternoon,6.62,32.5,,,,,
Fish Tank 3,Fish Tanks,92,92,2025-07-18,morning,5.41,29.7,,,,,
Fish Tank 3,Fish Tanks,92,92,2025-07-21,afternoon,6.49,32.0,,,,,
Fish Tank 3,Fish Tanks,92,92,2025-07-21,morning,6.75,28.9,,,,,
Fish Tank 3,Fish Tanks,92,92,2025-07-22,afternoon,6.04,31.9,,,,,
Fish Tank 3,Fish Tanks,92,92,2025-07-23,afternoon,6.7,31.6,,,,,
Fish Tank 3,Fish Tanks,92,92,2025-07-23,morning,5.02,29.0,,,,,
Fish Tank 3,Fish Tanks,92,92,2025-07-24,afternoon,8.68,32.6,,,,,
Fish Tank 3,Fish Tanks,92,92,2025-07-24,morning,6.33,29.2,,,,,
Fish Tank 3,Fish Tanks,92,92,2025-07-25,afternoon,8.72,32.7,,,,,
Fish Tank 3,Fish Tanks,92,92,2025-07-28,afternoon,4.81,32.6,,,,,
Fish Tank 3,Fish Tanks,92,92,2025-07-28,morning,5.26,29.2,,,,,
Fish Tank 3,Fish Tanks,92,92,2025-07-29,afternoon,5.32,32.3,,,,,
Fish Tank 3,Fish Tanks,92,92,2025-07-29,morning,5.15,29.9,,,,,
Fish Tank 3,Fish Tanks,92,92,2025-07-30,afternoon,6.48,30.5,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-01,afternoon,5.33,32.5,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-01,morning,6.76,29.5,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-02,afternoon,5.05,30.9,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-02,morning,5.97,29.1,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-03,morning,5.82,27.8,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-04,afternoon,7.0,31.8,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-04,morning,5.96,28.6,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-08,afternoon,6.31,31.1,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-10,afternoon,7.11,30.2,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-10,morning,6.22,29.2,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-11,afternoon,7.04,32.1,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-11,morning,6.42,28.1,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-15,afternoon,5.7,32.1,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-15,morning,6.14,29.2,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-16,afternoon,6.74,32.5,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-17,afternoon,6.14,33.2,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-17,morning,5.14,29.4,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-18,afternoon,6.48,33.2,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-18,morning,5.28,29.8,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-21,afternoon,6.29,32.8,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-21,morning,7.02,29.0,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-22,afternoon,6.33,32.3,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-23,afternoon,6.38,32.0,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-23,morning,5.42,29.0,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-24,afternoon,7.55,33.3,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-24,morning,6.68,29.2,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-25,afternoon,8.34,33.6,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-28,afternoon,4.53,33.3,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-28,morning,5.41,29.2,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-29,afternoon,4.21,32.7,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-29,morning,5.21,29.9,,,,,
Fish Tank 3,Fish Tanks,93,93,2025-07-30,afternoon,5.85,30.5,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-01,afternoon,5.25,32.8,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-01,morning,6.54,29.6,6.82,1.03,1.0,0.09,
Fish Tank 3,Fish Tanks,97,97,2025-07-02,afternoon,4.9,31.2,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-02,morning,5.82,29.3,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-03,morning,5.84,28.0,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-04,afternoon,6.25,32.1,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-04,morning,6.44,29.0,6.99,2.5,1.4,0.062,
Fish Tank 3,Fish Tanks,97,97,2025-07-08,afternoon,5.88,31.0,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-10,afternoon,6.11,29.2,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-10,morning,5.98,27.8,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-11,afternoon,6.3,32.1,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-11,morning,6.34,27.8,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-15,afternoon,5.41,32.2,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-15,morning,6.24,29.2,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-16,afternoon,6.02,32.6,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-17,afternoon,5.78,33.3,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-17,morning,5.05,29.5,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-18,afternoon,5.16,33.4,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-18,morning,5.13,29.9,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-21,afternoon,6.51,33.1,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-21,morning,6.65,29.1,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-22,afternoon,6.15,32.4,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-23,afternoon,6.59,32.2,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-23,morning,5.53,29.2,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-24,afternoon,6.12,33.3,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-24,morning,6.59,29.4,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-25,afternoon,7.72,33.7,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-28,afternoon,4.48,33.3,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-28,morning,5.27,29.5,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-29,afternoon,4.62,32.7,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-29,morning,5.52,30.0,,,,,
Fish Tank 3,Fish Tanks,97,97,2025-07-30,afternoon,6.22,30.5,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-01,afternoon,5.17,32.5,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-01,morning,6.56,29.6,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-02,afternoon,4.92,31.0,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-02,morning,5.77,29.4,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-03,morning,6.1,27.9,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-04,afternoon,7.11,31.8,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-07,morning,,,7.32,2.35,5.1,0.82,
Fish Tank 3,Fish Tanks,100,100,2025-07-08,afternoon,5.68,30.8,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-10,afternoon,7.06,30.3,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-10,morning,6.56,29.3,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-11,afternoon,7.23,32.2,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-11,morning,6.34,28.2,8.62,2.24,1.8,0.028,
Fish Tank 3,Fish Tanks,100,100,2025-07-15,afternoon,5.39,32.1,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-15,morning,5.7,29.1,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-16,afternoon,5.62,32.4,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-17,afternoon,4.76,33.2,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-17,morning,4.81,29.5,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-18,afternoon,5.24,33.5,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-18,morning,4.82,29.9,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-21,afternoon,6.04,33.0,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-21,morning,6.47,29.1,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-22,afternoon,5.6,32.5,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-23,afternoon,6.49,32.1,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-23,morning,5.25,29.3,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-24,afternoon,6.68,33.2,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-24,morning,6.65,29.4,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-25,afternoon,7.24,33.6,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-28,afternoon,4.48,33.0,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-28,morning,5.34,29.4,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-29,afternoon,4.84,32.4,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-29,morning,5.48,29.9,,,,,
Fish Tank 3,Fish Tanks,100,100,2025-07-30,afternoon,6.71,30.4,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-01,afternoon,4.1,32.6,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-01,morning,5.84,29.6,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-02,afternoon,4.1,31.4,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-02,morning,6.0,29.3,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-03,morning,5.0,28.0,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-04,afternoon,8.9,32.0,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-04,morning,5.89,29.2,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-08,afternoon,5.65,30.9,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-10,afternoon,6.96,,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-10,morning,6.31,29.2,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-11,afternoon,6.86,32.3,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-11,morning,6.66,28.2,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-15,afternoon,5.86,32.1,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-15,morning,5.72,29.2,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-16,afternoon,7.14,32.5,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-17,afternoon,6.21,33.3,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-17,morning,2.81,29.5,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-18,afternoon,4.39,33.5,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-18,morning,2.0,30.0,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-21,afternoon,5.89,33.2,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-21,morning,6.57,29.3,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-22,afternoon,5.69,32.4,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-23,afternoon,6.43,31.9,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-23,morning,4.9,29.3,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-24,afternoon,7.19,33.1,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-24,morning,7.23,29.5,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-25,afternoon,7.32,33.6,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-28,afternoon,3.96,32.7,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-28,morning,5.34,29.7,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-29,afternoon,4.08,31.8,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-29,morning,5.21,29.9,,,,,
Fish Tank 3,Fish Tanks,104,104,2025-07-30,afternoon,6.88,30.3,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-01,afternoon,5.25,32.7,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-01,morning,6.52,29.6,6.73,0.92,1.2,0.021,
Fish Tank 3,Fish Tanks,105,105,2025-07-02,afternoon,5.21,31.4,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-02,morning,6.38,29.2,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-03,morning,6.56,28.0,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-04,afternoon,6.98,32.2,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-04,morning,6.14,29.2,7.04,2.3,2.0,0.199,
Fish Tank 3,Fish Tanks,105,105,2025-07-08,afternoon,5.9,31.0,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-10,afternoon,7.31,30.2,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-10,morning,6.62,29.2,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-11,afternoon,7.36,32.3,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-11,morning,6.82,28.2,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-15,afternoon,6.33,32.2,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-15,morning,6.24,29.2,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-16,afternoon,6.42,32.6,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-17,afternoon,5.26,33.6,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-17,morning,5.04,29.3,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-18,afternoon,4.22,33.6,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-18,morning,5.4,30.1,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-21,afternoon,6.32,33.1,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-21,morning,6.79,29.3,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-22,afternoon,5.86,32.4,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-23,afternoon,6.13,32.1,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-23,morning,5.67,29.2,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-24,afternoon,8.27,33.2,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-24,morning,7.66,29.5,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-25,afternoon,8.86,33.7,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-28,afternoon,4.71,32.9,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-28,morning,5.63,29.6,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-29,afternoon,4.87,32.1,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-29,morning,5.71,30.0,,,,,
Fish Tank 3,Fish Tanks,105,105,2025-07-30,afternoon,6.58,30.7,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-01,afternoon,5.15,32.6,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-01,morning,6.65,29.5,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-02,afternoon,4.75,31.4,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-02,morning,6.05,29.2,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-03,morning,5.76,28.2,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-04,afternoon,6.74,32.1,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-04,morning,6.16,29.2,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-08,afternoon,6.11,31.0,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-10,afternoon,7.21,30.2,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-10,morning,6.71,29.2,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-11,afternoon,6.92,32.3,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-11,morning,6.41,28.2,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-15,afternoon,5.74,32.1,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-15,morning,5.91,29.2,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-16,afternoon,5.56,32.4,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-17,afternoon,4.86,33.3,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-17,morning,4.7,29.5,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-18,afternoon,4.46,33.4,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-18,morning,5.35,30.0,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-21,afternoon,6.39,32.7,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-21,morning,6.73,29.3,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-22,afternoon,5.77,32.3,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-23,afternoon,6.56,31.5,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-23,morning,5.92,29.0,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-24,afternoon,7.81,33.2,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-24,morning,7.12,29.6,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-25,afternoon,8.25,33.7,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-28,afternoon,4.03,32.8,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-28,morning,5.16,29.7,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-29,afternoon,4.11,32.1,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-29,morning,5.25,29.9,,,,,
Fish Tank 3,Fish Tanks,107,107,2025-07-30,afternoon,5.98,30.4,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-01,afternoon,5.29,32.5,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-01,morning,6.66,29.5,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-02,afternoon,5.04,31.2,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-02,morning,6.68,28.9,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-03,morning,5.85,28.1,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-04,afternoon,6.72,31.9,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-04,morning,6.0,28.9,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-08,afternoon,5.89,31.0,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-10,afternoon,6.41,30.1,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-10,morning,6.22,29.2,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-11,afternoon,5.81,32.1,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-11,morning,6.34,28.2,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-15,afternoon,5.09,32.0,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-15,morning,6.08,29.2,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-16,afternoon,6.08,32.4,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-17,afternoon,6.16,33.1,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-17,morning,5.15,29.4,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-18,afternoon,6.02,33.1,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-18,morning,5.78,29.9,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-21,afternoon,6.34,32.8,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-21,morning,6.67,29.1,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-22,afternoon,6.35,32.1,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-23,afternoon,6.94,32.0,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-23,morning,5.74,29.0,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-24,afternoon,7.46,33.0,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-24,morning,7.72,29.3,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-25,afternoon,5.84,33.4,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-28,afternoon,4.38,32.6,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-28,morning,5.52,29.4,7.36,1.9,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-29,afternoon,4.24,31.9,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-29,morning,5.4241,29.8,,,,,
Fish Tank 3,Fish Tanks,109,109,2025-07-30,afternoon,6.64,30.2,,,,,
Fish Tank 3,Fish Tanks,113,113,2025-07-21,morning,5.41,29.1,,,,,
Fish Tank 3,Fish Tanks,114,114,2025-07-01,afternoon,5.06,32.6,,,,,
Fish Tank 3,Fish Tanks,114,114,2025-07-04,afternoon,6.99,32.0,,,,,
Fish Tank 3,Fish Tanks,114,114,2025-07-07,afternoon,4.45,33.9,,,,,
Fish Tank 3,Fish Tanks,114,114,2025-07-08,afternoon,5.32,31.3,,,,,
Fish Tank 3,Fish Tanks,114,114,2025-07-09,afternoon,5.53,32.2,,,,,
Fish Tank 3,Fish Tanks,114,114,2025-07-10,afternoon,6.25,30.3,,,,,
Fish Tank 3,Fish Tanks,114,114,2025-07-11,afternoon,5.78,32.0,,,,,
Fish Tank 3,Fish Tanks,114,114,2025-07-15,afternoon,4.33,32.4,,,,,
Fish Tank 3,Fish Tanks,114,114,2025-07-16,afternoon,4.73,32.8,,,,,
Fish Tank 3,Fish Tanks,114,114,2025-07-17,afternoon,5.85,33.3,,,,,
Fish Tank 3,Fish Tanks,114,114,2025-07-18,afternoon,5.76,33.2,,,,,
Fish Tank 3,Fish Tanks,114,114,2025-07-21,afternoon,6.12,32.7,,,,,
Fish Tank 3,Fish Tanks,114,114,2025-07-22,afternoon,5.53,32.2,,,,,
Fish Tank 3,Fish Tanks,114,114,2025-07-23,afternoon,6.52,32.1,,,,,
Fish Tank 3,Fish Tanks,114,114,2025-07-24,afternoon,7.99,33.2,,,,,
Fish Tank 3,Fish Tanks,114,114,2025-07-25,afternoon,7.94,33.1,,,,,
Fish Tank 3,Fish Tanks,114,114,2025-07-28,afternoon,3.5,31.5,,,,,
Fish Tank 3,Fish Tanks,114,114,2025-07-29,afternoon,3.62,31.3,,,,,
Fish Tank 3,Fish Tanks,114,114,2025-07-30,afternoon,5.19,30.2,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-01,afternoon,5.12,32.3,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-01,morning,6.54,29.7,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-02,afternoon,5.08,30.9,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-02,morning,5.76,29.3,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-03,morning,6.14,27.9,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-04,afternoon,7.44,31.8,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-04,morning,5.93,28.7,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-08,afternoon,5.41,31.2,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-10,afternoon,5.97,30.3,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-10,morning,6.15,29.3,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-11,afternoon,5.54,31.8,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-11,morning,5.97,28.3,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-15,afternoon,4.89,32.1,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-15,morning,5.63,29.2,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-16,afternoon,4.55,32.5,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-17,afternoon,4.72,33.1,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-17,morning,4.63,29.7,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-18,afternoon,5.71,33.1,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-18,morning,8.16,30.0,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-21,afternoon,6.15,32.7,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-21,morning,6.54,29.2,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-22,afternoon,5.48,32.0,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-23,afternoon,6.65,32.1,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-23,morning,5.54,29.1,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-24,afternoon,7.76,32.9,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-24,morning,6.79,29.4,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-25,afternoon,7.64,33.1,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-28,afternoon,4.07,31.3,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-28,morning,5.22,29.3,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-29,afternoon,3.44,31.2,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-29,morning,4.83,29.3,,,,,
Fish Tank 3,Fish Tanks,115,115,2025-07-30,afternoon,5.69,30.1,,,,,
Fish Tank 3,Fish Tanks,116,116,2025-07-01,afternoon,4.93,32.3,,,,,
Fish Tank 3,Fish Tanks,116,116,2025-07-01,morning,6.41,29.7,,,,,
Fish Tank 3,Fish Tanks,116,116,2025-07-02,afternoon,4.91,30.9,,,,,
Fish Tank 3,Fish Tanks,116,116,2025-07-02,morning,5.88,29.3,,,,,
Fish Tank 3,Fish Tanks,116,116,2025-07-03,morning,5.91,27.9,,,,,
Fish Tank 3,Fish Tanks,116,116,2025-07-04,afternoon,7.03,31.7,,,,,
Fish Tank 3,Fish Tanks,116,116,2025-07-04,morning,5.64,28.7,,,,,
